title;minutes;date;views;url;description
Editor Spotlight: Hulu Series - Ramy with Editor Joanna Naugle | Premiere Pro;0:02:20;2021-02-11;93588;https://www.youtube.com/watch?v=wFiA4zOauHU;"Get a behind-the-scenes look at how Senior Post editor Joanna Naugle edited this key scene from Season 2 of the critically-acclaimed Hulu TV series, Ramy, and see how used Premiere Pro to help bridge the fine line between comedy and drama.

Subscribe to our channel: adobe.ly/videoandmotion

Watch Ramy on Hulu: https://www.hulu.com/series/ramy-4bcb6c3a-3d9a-4d49-b8e0-57fb7de9c8d6

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
I Was A Simple Man | 2021 Sundance Film Festival | Adobe x IndieWire;0:01:00;2021-02-10;86309;https://www.youtube.com/watch?v=x6k5rir7rlM;"At the 2021 Sundance Film Festival, we teamed up with IndieWire to talk to filmmakers about the importance of diversity in filmmaking and staying creative during times of adversity. Hear from the creators and cast of ""I Was A Simple Man"" - Christopher Makoto Yogi, Kanoa Goo, Tim Chiou and Nelson Lee.

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Performance Improvements Adding Up for Premiere Pro | Puget Systems;0:06:39;2021-02-09;66558;https://www.youtube.com/watch?v=oRQKcx6evQM;"We've been consistently introducing performance improvements to Premiere Pro, adding up to a faster editing experience. We talk about individual improvements whenever we release them, but the combination of all these improvements is the real story. Matt Bach form Puget Systems helps us show what that means for editing in Premiere Pro, and how you can get the most from your software.

To see all of the good things we've been doing in Premiere Pro – as well as links to other resources, like our Hardware Recommendations guide, visit http://adobe.ly/performance 

Subscribe to our channel: adobe.ly/videoandmotion

LET'S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Creativity at 2021 Sundance Film Festival | Adobe x IndieWire;0:01:00;2021-02-05;158554;https://www.youtube.com/watch?v=aeyTzAmlvQQ;"While we couldn't be together in person this year at Sundance, we teamed up with IndieWire to capture the best of the festival. Hear from Questlove, Tessa Thompson, Lake Bell, Zoe Lister-Jones, and other luminary filmmakers on what kept them inspired this year.

More videos from the virtual Indiewire studio: http://adobe.ly/3aeY9Bt​ 

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Filmmakers Inspiring Creativity | 2021 Sundance Film Festival | Adobe x IndieWire;0:01:00;2021-02-04;93225;https://www.youtube.com/watch?v=HTIhYwxUnHA;"Hear from the filmmakers & stars of #Sundance2021 as they share their advice to help inspire the next generation of creators. 

More videos from the virtual Indiewire studio: http://adobe.ly/3aeY9Bt 

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
In The Same Breath | 2021 Sundance Film Festival | Adobe x IndieWire;0:00:59;2021-02-03;85011;https://www.youtube.com/watch?v=wANiAF-gMgg;"At the 2021 Sundance Film Festival, we teamed up with IndieWire to talk to filmmakers about the importance of diversity in filmmaking and staying creative during times of adversity. Hear from Nanfu Wang, the director of ""In The Same Breath"" as she provides advice for aspiring filmmakers and talks about her experience with Premiere Pro

More videos from the virtual Indiewire studio: http://adobe.ly/3aeY9Bt 

Subscribe to our channel: adobe.ly/videoandmotion

LET'S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Tips and Tricks with Valentina Vee: Episode 3 - Fix Your Video with Color;1:29:05;2021-02-02;9285;https://www.youtube.com/watch?v=HS65N89jy5w;"Join Cinematographer and Editor, Valentina Vee on Adobe Live for Tips & Tricks Tuesday. This week, Valentina will show you how to fix your videos with simple color adjustments. Tune in for tips on color matching across multiple scenes and cameras in Premiere Pro. Valentina will show you how to create and apply presets, use Auto Color, and incorporate the new Lumetri Color panel into your workflow.

Host Valentina is a Creative Content Director and Cinematographer/Editor based in Los Angeles: http://www.valentinavee.com/

To find out about more content like this join our newsletter: https://mailchi.mp/adobe/social-video-creator-newsletter

-----
Join us LIVE on Behance: https://www.behance.net/adobelive

Chapters
00:00 Start
02:50 Intro
04:43 Color correction vs color grading
07:48 Analyzing sunset footage
10:55 Color grading in Lumetri Color
14:10 Recovering highlights
15:09 Comparison view
17:12 Color temperature
24:00 Understanding Lumetri Scopes
28:39 LOG footage
31:50 Using LUTs
33:10 Understanding the Vector scope
39:14 LUT vs custom color correction
50:10 Before & after
57:31 Proxy files
01:01:12 How to use curves in Lumetri Color
01:14:03 Moving masks
01:21:12 How to blur people 
01:24:10 How to reduce specific colors"
Art of Editing: Connecting through Creativity - Adobe Video at Sundance Film Festival 2021;0:45:30;2021-01-29;70486;https://www.youtube.com/watch?v=MAePvMDz2F4;"Join the filmmakers behind two of Sundance's most anticipated features – Daryl Wein (co-director, co-writer, co-producer, co-DP and co-editor, How It Ends) and Lam Nguyen (editor, R#J) - as they talk about the art of editing and the powerful stories that capture the uniqueness of our time -- from one woman's journey on the last day of the world to a Romeo and Juliet romance told entirely through phone screens. Adobe Principal Product Marketing Manager Meagan Keane sits down with Daryl and Lam to discuss the challenges and opportunities created by remote filmmaking, the tools that got them through, and the important role that creativity plays in bringing people together during a time when connection is more important than ever.

How it Ends, starring Zoe Lister-Jones, Cailee Spaeny, Olivia Wilde, Fred Armisen, Helen Hunt, and Lamorne Morris, debuts in the Premieres section on January 29.

R#J, starring Francesca Noel and Camaron Engels, debuts in the NEXT section on January 30.

PANELIST BIOS

DARYL WEIN – Co-Director, Co-Writer, Co-Producer, Co-DP, Co-Editor

Daryl founded MISTER LISTER FILMS with his wife and frequent collaborator, Zoe Lister-Jones. He co-wrote/co-directed/ co-produced/DP'd/edited, HOW IT ENDS, which will have its World Premiere at the 2021 Sundance Film Festival.

His narrative feature film, WHITE RABBIT, had its World Premiere at the Sundance Film Festival in 2018 starring Vivian Bang (Swedish Dicks) and Nana Ghana (LA Woman Rising). Daryl was the executive producer of BAND AID (IFC Films), starring Zoe Lister-Jones, Adam Pally and Fred Armisen, which had its World Premiere at Sundance in 2017.

His debut film, BREAKING UPWARDS (IFC Films), which he wrote/produced/directed/starred in opposite Zoe Lister-Jones, had its World Premiere in competition at the SXSW Film Festival. His sophomore feature, in which he co-wrote/directed/exec. produced, LOLA VERSUS (Fox Searchlight), starred Greta Gerwig, Joel Kinnaman, Debra Winger, Bill Pullman, Zoe Lister-Jones. It was on the Black List, and premiered at the Tribeca Film Festival.

His political drama BLUEPRINT (Deauville Film Festival) was released by The Orchard. His agricultural thriller, CONSUMED, starring Zoe Lister-Jones, Griffin Dunne, and Danny Glover can be seen on NETFLIX and was championed by Erin Brockovich.

In TV, Wein directed for the Golden Globe–winning show MOZART IN THE JUNGLE for Amazon, as well as digital projects for Vice and Refinery29. His pilot AWOKENED starring David Walton, Michaela Watkins, Jeremy Sisto, Lamorne Morris, Majandra Delfino, Zoe Lister-Jones premiered at the Tribeca Film Festival. He recently directed for Season 2 of SINGLE PARENTS for ABC.

He is repped by WME Entertainment.


LAM NGUYEN / Editor

Lam Thanh Nguyen is from Denver, Colorado. He graduated Cum Laude with a
Bachelors Degree in Film and Video production from the University of Denver. Lam's
film career began with an internship on the set of feature film Ichabod: The Legend of
Sleepy Hollow (PBS) where he was later hired as lead editor and earned a producer credit.
 Since then, his editing career has flourished, working with many award-winning
producers and directors. Lam has edited five feature-length documentaries, various short
films, and numerous national broadcast commercials. He continues to embrace working
with great storytellers and plans to direct.

His most recent works include working on Heaven Sent (2016/ Lionsgate/Lifetime),
editor of series Dead of Night (2020/Snapchat Original), and producer & editor of TV
documentary featuring Chip and Joanna Gaines The Courage To Run (2021/ Discovery/
Magnolia Network). Lam just finished editing R#J (2021/Bazelevs/Interface Films), a
fresh modern retelling of Romeo and Juliet premiering at this year's Sundance Film
Festival.

IMDB: Lam Nguyen (II)

Subscribe to our channel: adobe.ly/videoandmotion

LET'S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Premiere Pro: BETA Makes It BETTER | Adobe Video Community Meet-up;0:50:40;2021-01-28;818;https://www.youtube.com/watch?v=1Yiis4NurRs;"Kick-off the year with a look back at recent features added to Pro and After Effects... and a look forward to what's to come in 2021. TIMESTAMPS:
01:14 INTRO: Host, Jason Levine kicks off the first monthly Adobe Video Community meet-up.
03:11 PRODUCT DEMO: Senior Product Manager, Victoria Nece and Quality Engineer, Marjorie Sacks share top features and enhanced workflows that came to Premiere Pro and After Effects in 2020. 
09:58 MEET THE TEAMS: Jason is joined by Senior Director of Engineering, Ivo Manolov for a discussion about how his team is taking action on a commitment to stability, performance, and delight in the Adobe Video apps.
24:40 COMMUNITY SPOTLIGHT: Editor, Daniel McDonald and Post Supervisor, Carlos Cortes give a look behind the scenes of editing Jiu Jitsu with Nicolas Cage... in the midst of a global pandemic!
34:16 Q&A: All of the guests go deeper on gear, workflows, and lots more.

@Jason Levine  // @beatlejase (Twitter)
Ivo Manolov // @ivomanolov (LinkedIn)
Daniel MacDonald // @fullwolfproductions (Instagram)

This virtual event is part of a monthly series — Adobe Video Community Meet-ups — and aired live on Wednesday, January 27th. Mark your calendars now for the next meet-up on Wednesday, February 24th at 12pmPT (UTC-8): https://www.youtube.com/watch?v=MgDfPgcVgVo&list=PLzTRmaCL97qv7dc8Uvx63fvs-PuMbt5Z3&index=4&t=2101s Find all the AVC Meet-ups here: https://www.youtube.com/playlist?list=PLzTRmaCL97qv7dc8Uvx63fvs-PuMbt5Z3

Adobe Video Community meet-ups feature product demos, conversations, and Q&A with Adobe product teams, and spotlights exciting projects and creative workflows from the community. Each event is streamed to Adobe Video YouTube and Facebook channels on the last Wednesday of each month. Please help spread the word to your friends, colleagues, and community. 

What is Adobe Video Community? Anyone using Premiere Pro, After Effects, Audition, Media Encoder, Character Animator, Photoshop, Animate... and more to create video content of all stripes. 

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo​​​ 
Twitter: http://twitter.com/adobevideo​​​ 
Instagram: http://www.instagram.com/adobevideo​​​ 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h​"
Celebrating Creativity at Sundance 2021 | Adobe Creative Cloud;0:02:20;2021-01-27;86246;https://www.youtube.com/watch?v=Di4gruJNNAw;"Learn from the creative insights of Sundance filmmakers and see why this year more filmmakers than ever are using Adobe tools to tell their stories. #CreativityForAll

Try Creative Cloud for free: https://www.adobe.com/creativecloud/video.html

Subscribe to our channel: adobe.ly/videoandmotion

LET'S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
New Lighting Correction for Content-Aware Fill in After Effects;0:01:23;2021-01-26;86863;https://www.youtube.com/watch?v=MJVFDrDTZHg;"Use Content-Aware Fill in After Effects to remove unwanted objects from your footage, quickly and easily thanks to Adobe Sensei AI technology. New Lighting Correction controls provide more accurate results for a wider range of video clips, including shots in which the lighting changes over time. Adjust Lighting Correction settings, depending on your footage.

For more information on how to use Content-Aware Fill in After Effects, check out this tutorial: https://helpx.adobe.com/after-effects/how-to/content-aware-fill-video.html

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Tips and Tricks with Valentina Vee: Episode 2 - Adding Motion to Illustrations;1:35:45;2021-01-19;7118;https://www.youtube.com/watch?v=z0wqPNNa36E;"Join Cinematographer and Editor, Valentina Vee on Adobe Live for Tips & Tricks Tuesday. This week, Valentina will show you how to bring your illustrations to life with motion. Tune in for tips on animating illustrations in After Effects, using simple features like anchor points and wiggle animations.

Host Valentina is a Creative Content Director and Cinematographer/Editor based in Los Angeles: http://www.valentinavee.com/

To find out about more content like this join our newsletter: https://mailchi.mp/adobe/social-video-creator-newsletter
-----
Join us LIVE on Behance: https://www.behance.net/adobelive

Chapters
00:00 Start
08:30 Getting started
10:40 Setting up a composition
17:20 Precomposing
19:30 Bending the leaf
31:10 Adding text
41:43 Using text animator
56:45 Illustrating on the iPad
01:04:30 Completed illustration
01:19:02 Organizing layers"
Creator Lab: Future Of Creators with Casey Neistat | Season 2 Ep 6;0:09:07;2020-12-15;127867;https://www.youtube.com/watch?v=-yBgr6ZgU2w;"In our final episode of Season 2 Host Akilah Hughes sits down with Casey Neistat and Sarah Cooper look forward into what the future might hold for creators beyond 2020.

Download Premiere Pro: https://adobe.ly/premierecl2

Subscribe to Casey Neistat's channel: https://www.youtube.com/user/caseyneistat
Subscribe to Sarah Cooper's channel: https://www.youtube.com/user/sarahcooper
Subscribe to Akilah Hughes' channel: https://www.youtube.com/user/smoothiefreak

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Creator Lab: From Where You Were To Where You Are with Casey Neistat | Season 2 Ep 5;0:07:32;2020-12-15;121259;https://www.youtube.com/watch?v=sVQwXWyTT5o;"Host Akilah Hughes brings our crew back for Episode 5. Watch as Casey Neistat, Sarah Cooper and Akilah talk about their beginning days as a creator and what helped them define success early on.

Download Premiere Pro: https://adobe.ly/premierecl2

Subscribe to Casey Neistat's channel: https://www.youtube.com/user/caseyneistat
Subscribe to Sarah Cooper's channel: https://www.youtube.com/user/sarahcooper
Subscribe to Akilah Hughes' channel: https://www.youtube.com/user/smoothiefreak

Subscribe to our channel: adobe.ly/videoandmotion

LET'S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Creator Lab: YouTube Vs. TikTok with Casey Neistat | Season 2 Ep 4;0:07:58;2020-12-15;129675;https://www.youtube.com/watch?v=l4Tz8gUNMrE;"In Episode Four, Sarah Cooper, Casey Neistat & Akilah Hughes talk about how they approach creating content for TikTok versus YouTube and what could be next for social platforms in the future.

Download Premiere Pro: https://adobe.ly/premierecl2

Subscribe to Casey Neistat's channel: https://www.youtube.com/user/caseyneistat
Subscribe to Sarah Cooper's channel: https://www.youtube.com/user/sarahcooper
Subscribe to Akilah Hughes' channel: https://www.youtube.com/user/smoothiefreak

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Creator Lab: Perfection Erases Humanity with Casey Neistat | Season 2 Ep 3;0:09:00;2020-12-15;126042;https://www.youtube.com/watch?v=EFdvqMZLO80;"Host Akilah Hughes is back for Episode 3 with YouTube Pioneer Casey Neistat and star comedian Sarah Cooper as they discuss the difference between creating content in a raw, unfiltered format as an individual and how that compares with working on a bigger budget production.

Download Premiere Pro: https://adobe.ly/premierecl2

Subscribe to Casey Neistat's channel: https://www.youtube.com/user/caseyneistat
Subscribe to Sarah Cooper's channel: https://www.youtube.com/user/sarahcooper
Subscribe to Akilah Hughes' channel: https://www.youtube.com/user/smoothiefreak

Subscribe to our channel: adobe.ly/videoandmotion

LET'S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Creator Lab: How To Not Kill Your Long-Term Career with Casey Neistat | Season 2 Ep 2;0:06:11;2020-12-15;124093;https://www.youtube.com/watch?v=Y5KHTvNroXU;"In Episode TWo, Casey Neistat, Sarah Cooper & Akilah Hughes discuss how they created the viral content that helped them get their start in the industry, and how they transitioned to where they are today. 

Download Premiere Pro: https://adobe.ly/premierecl2

Subscribe to Casey Neistat's channel: https://www.youtube.com/user/caseyneistat
Subscribe to Sarah Cooper's channel: https://www.youtube.com/user/sarahcooper
Subscribe to Akilah Hughes' channel: https://www.youtube.com/user/smoothiefreak

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Creator Lab: What the F*%$K Are We? with Casey Neistat | Season 2 Ep 1;0:06:30;2020-12-15;129603;https://www.youtube.com/watch?v=lUmFg32TphU;"Creator Lab is back for Season 2! In Episode One, Host Akilah Hughes sits down with YouTube legend Casey Neistat and breakout comedian Sarah Cooper to discuss the differences between being a creator and an influencer, and how each path can affect your long-term future.

Download Premiere Pro: https://adobe.ly/premierecl2

Subscribe to Casey Neistat's channel: https://www.youtube.com/user/caseyneistat
Subscribe to Sarah Cooper's channel: https://www.youtube.com/user/sarahcooper
Subscribe to Akilah Hughes' channel: https://www.youtube.com/user/smoothiefreak

Subscribe to our channel: adobe.ly/videoandmotion

LET'S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Adobe Creator Lab: Season 2 Trailer;0:01:06;2020-12-15;109189;https://www.youtube.com/watch?v=MMgifYWUUUw;"Creator Lab is back for Season 2 with YouTube Legend Casey Neistat, breakout comedian Sarah Cooper and host Akilah Hughes. Join them as they share the stories that helped shape their paths to success. Watch all of Season 2 here: https://adobe.ly/creatorlab

Download Premiere Pro: https://adobe.ly/premierecl2

Subscribe to Casey Neistat's channel: https://www.youtube.com/user/caseyneistat
Subscribe to Sarah Cooper's channel: https://www.youtube.com/user/sarahcooper
Subscribe to Akilah Hughes' channel: https://www.youtube.com/user/smoothiefreak

Subscribe to our channel: adobe.ly/videoandmotion

LET'S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Learn from the Pros for Premiere Pro -Titles & Essential Graphics Panel w/Kyler Holland | Tutorial;0:07:04;2020-12-02;22603;https://www.youtube.com/watch?v=kJUvv8jQLVo;"Join YouTuber/Professional Video Editor Kyler Holland for an all-new series of Learn From the Pros for Premiere Pro.  In this tutorial, you'll learn his keys for creating standout titles and animated text using the Essential Graphics Panel. 

Subscribe to Kyler Holland's channel: https://www.youtube.com/user/TheKylerHolland 

Watch our full Quick Tips Playlist: adobe.ly/quicktips 

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Learn from the Pros for Premiere Pro | Creating Motion Graphics Templates - Kyler Holland | Tutorial;0:10:08;2020-12-02;40207;https://www.youtube.com/watch?v=3oYsn6nd6-k;"YouTuber/Pro Video Editor Kyler Holland is back for his latest episode of Learn From the Pros for Premiere Pro. Follow along with him as he shows you how to create reusable Motion Graphics Templates to save and customize for any future project.  

Subscribe to Kyler Holland's channel: https://www.youtube.com/user/TheKylerHolland 

Subscribe to our channel: adobe.ly/videoandmotion

LET'S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Learn from the Pros for Premiere Pro - How to Edit using Markers with Kyler Holland | Tutorial;0:05:35;2020-12-02;180148;https://www.youtube.com/watch?v=_FelLRy_s3g;"YouTuber/Filmmaker Kyler Holland returns for the latest installment of Learn From the Pros for Premiere Pro. In this tutorial, Kyler shows you how to edit using Markers to help organize and streamline your workflow. 

Subscribe to Kyler Holland's channel: https://www.youtube.com/user/TheKylerHolland 

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Learn from the Pros for Premiere Pro - How to use Speed Ramping with Kyler Holland | Tutorial;0:07:38;2020-12-02;48624;https://www.youtube.com/watch?v=7gV47dbS_Js;"Dive in with YouTube Creator/Editor Kyler Holland for a new episode of Learn From the Pros for Premiere Pro. In this tutorial, you'll learn how to use Speed Ramping to create smooth and stunning visuals in your timeline.

Subscribe to Kyler Holland's channel: https://www.youtube.com/user/TheKylerHolland

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
How to Stabilize Shaky Footage | Premiere Pro Learn from the Pros w/ Kyler Holland;0:06:00;2020-12-02;125166;https://www.youtube.com/watch?v=o1H4La1awiI;"Learn how to use Premiere Pro to stabilize your shaky footage and improve video quality in this quick tutorial! Join YouTuber & Pro Video Editor Kyler Holland in our Learn From the Pros for Premiere Pro series.

Subscribe to Kyler Holland's channel: https://www.youtube.com/user/TheKylerHolland 

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
Quick Export – Now Available in Adobe Premiere Pro;0:01:17;2020-11-17;147459;https://www.youtube.com/watch?v=TvmDJddh6OU;"Check out Quick Export, available now in Adobe Premiere Pro. Quick Export offers easy access to popular and frequently used export settings, right from the header bar in Premiere Pro. Choose the default high-quality H264 output with matched Source Settings or select from a short list of H.264 presets that allow you to reduce the size of your export files. Learn more about what’s new in the Adobe Creative Cloud video and audio tools:

https://blog.adobe.com/en/2020/11/17/quick-export-in-premiere-pro-media-replacement-motion-graphics-templates.html

Subscribe to our channel: adobe.ly/videoandmotion

LET’S CONNECT 
Facebook: http://facebook.com/adobevideo 
Twitter: http://twitter.com/adobevideo 
Instagram: http://www.instagram.com/adobevideo 

Adobe® Video & Motion tools provide comprehensive video editing, motion design, VFX, sound, & animation for beginners to professionals. All tools are available through Creative Cloud membership here: http://adobe.ly/10uRQ5h 

To watch with Subtitles/closed captions, click the CC icon in the lower-right corner."
